σ,G_l,g_s
0.10375939849624059,0.13164501232684095,-0.0012375580543084296
0.10664160401002505,0.13631246578118916,-0.0012039243248555085
0.10952380952380951,0.14096212817035605,-0.001144651025082805
0.11240601503759397,0.14557615791726547,-0.0010660009200760899
0.11528822055137844,0.15013519662481342,-0.0009596468794177134
0.1181704260651629,0.15460223240257276,-0.0008217187389158419
0.12105263157894736,0.15899485898578755,-0.0006624770470315146
0.12393483709273181,0.16331310819121464,-0.0004692745864884485
0.12681704260651627,0.16755367328723103,-0.0002516693879118641
0.12969924812030073,0.17167655446894906,1.0733530251978407e-05
0.1325814536340852,0.17572034651950502,0.00029937637342531206
0.13546365914786965,0.17968305805317597,0.0006392534401822218
0.1383458646616541,0.18355696217669462,0.0010071032397241302
0.1412280701754386,0.18732285216696984,0.0014178705384408814
0.14411027568922305,0.19101847542938052,0.0018582213222125895
0.1469924812030075,0.19465096134431478,0.00235670227990625
0.14987468671679197,0.19822555567766245,0.002897315926673378
0.15275689223057642,0.20166860985641097,0.003500357246394406
0.15563909774436088,0.20504523314812995,0.004155793608541662
0.15852130325814534,0.2083412526655802,0.004891475219079275
0.1614035087719298,0.2115285983759978,0.0057008807588919365
0.16428571428571426,0.21452338311421132,0.006606397435055708
0.16716791979949872,0.21740506917900415,0.007593630704894761
0.1700501253132832,0.2201456518271484,0.00867258168987932
0.17293233082706766,0.22269177380136992,0.00984241351763868
0.17581453634085212,0.22502583562244166,0.011095658740233211
0.17869674185463658,0.22722466237996714,0.012441715237703125
0.18157894736842103,0.22928618855989885,0.013876729992723514
0.1844611528822055,0.23119470925267913,0.015413778955818502
0.18734335839598995,0.2329897400133263,0.017038796655785584
0.1902255639097744,0.23472076603526473,0.018746156514339675
0.19310776942355887,0.23637985912176207,0.02052877931829609
0.19598997493734333,0.23794675183594766,0.022351134904223528
0.19887218045112778,0.2393892332646244,0.024211287707500143
0.20175438596491227,0.2407354670319153,0.026075317641346414
0.20463659147869673,0.24197615325086405,0.02794134105455543
0.20751879699248119,0.24308850391862896,0.0297995103125107
0.21040100250626564,0.244025201111132,0.03165243612539879
0.2132832080200501,0.24484734094613717,0.033512451018225566
0.21616541353383456,0.24555844456598827,0.035356450011350786
0.21904761904761902,0.2461519685231402,0.03722105766001327
0.22192982456140348,0.24657460527217184,0.03909073058155426
0.22481203007518794,0.24688686099366253,0.0409845098862093
0.2276942355889724,0.24709450017450227,0.04290974914225364
0.23057644110275688,0.24719453204390204,0.044870523944620336
0.23345864661654134,0.24719293109171708,0.046847706897500625
0.2363408521303258,0.2471540775766301,0.04887201143845081
0.23922305764411025,0.24706747381969202,0.05091321825626656
0.2421052631578947,0.24690384055661782,0.05298510467433746
0.24498746867167917,0.2466221543054425,0.05508892229982294
0.24786967418546363,0.2462572381429115,0.057205646538152605
0.2507518796992481,0.2458023391301854,0.059355514733785426
0.25363408521303255,0.24523561630861257,0.06153057551206914
0.25651629072681703,0.2445256965654713,0.06375262206173268
0.25939849624060146,0.2437249776161568,0.0660026525544038
0.26228070175438595,0.24282644483993493,0.06825831355466595
0.2651629072681704,0.2418037416734512,0.07051806438589635
0.26804511278195486,0.24069192710899184,0.07273490504642809
0.2709273182957393,0.2394892638029271,0.07493157369795887
0.2738095238095238,0.2382045731338519,0.0771263645331692
0.2766917293233082,0.23685026477728713,0.07929092071091398
0.2795739348370927,0.23538834855228594,0.08148567903000642
0.2824561403508772,0.2338760561027674,0.08365431752993863
0.2853383458646616,0.2323292042742756,0.08584015807157921
0.2882205513784461,0.23076587027375475,0.08799899518507832
0.29110275689223053,0.2292117792845309,0.09015571317665443
0.293984962406015,0.22765869998251745,0.09227493423123888
0.29686716791979945,0.2261024441856592,0.09437603246177563
0.29974937343358393,0.22453616240822433,0.09642095737204731
0.30263157894736836,0.22294561617737738,0.09843461222189241
0.30551378446115285,0.22135541011436408,0.10040069939541102
0.30839598997493733,0.21977018105377702,0.10233491571034754
0.31127819548872177,0.218194382591335,0.10424289126185482
0.31416040100250625,0.2166134567540479,0.10611856543216078
0.3170426065162907,0.21503998306646807,0.10796461274349368
0.31992481203007517,0.21346585629836662,0.10976261865826915
0.3228070175438596,0.21187113764398452,0.11151051081400913
0.3256892230576441,0.21026495149924787,0.11321612277226732
0.3285714285714285,0.20862657277737515,0.1148609572087512
0.331453634085213,0.20695043489279372,0.11650433466953423
0.33433583959899743,0.20522757727924357,0.11807150814755064
0.3372180451127819,0.2034610369856089,0.11963472224806197
0.3401002506265664,0.20165131147085896,0.12112878593651213
0.34298245614035083,0.19980233873175504,0.12259486278082285
0.3458646616541353,0.19792052888563433,0.124028838927153
0.34874686716791975,0.19600503603369238,0.12545494367248794
0.35162907268170424,0.1940745331097234,0.12688127321920326
0.35451127819548867,0.19213873640255086,0.12831604560623297
0.35739348370927315,0.19021414914361315,0.12972147819193527
0.3602756892230576,0.1882857442322674,0.1311256888538822
0.36315789473684207,0.18636238186126355,0.13247191974568762
0.3660401002506265,0.1844377952211376,0.1338005089236133
0.368922305764411,0.18249452275913677,0.13508238885722773
0.37180451127819547,0.18054415400762075,0.13631693705733544
0.3746867167919799,0.1785949310580913,0.1374980510454721
0.3775689223057644,0.17665724153749343,0.138590886630416
0.3804511278195488,0.17475402486298525,0.13959902976094615
0.3833333333333333,0.17288858519859643,0.14052042204204054
0.38621553884711773,0.1710410090487466,0.1413604946065113
0.3890977443609022,0.1692036556855301,0.14214065760191816
0.39197994987468665,0.1673651210704661,0.14283970817007186
0.39486215538847114,0.16551151919614374,0.14349809239297256
0.39774436090225557,0.16364899318385287,0.14408528932690043
0.40062656641604005,0.16178226884858096,0.14465728437851685
0.40350877192982454,0.15992086963443994,0.14520844054090004
0.40639097744360897,0.158066881707737,0.14576388200546367
0.40927318295739346,0.15623008967746352,0.1463227893310537
0.4121553884711779,0.15441781981020897,0.14687057982855373
0.41503759398496237,0.1526465861444432,0.14739758957763524
0.4179197994987468,0.1509311592516724,0.14788339743325252
0.4208020050125313,0.14924592901727068,0.1483286451865092
0.4236842105263157,0.1475842617629933,0.14872141966605099
0.4265664160401002,0.14594035753421974,0.1490467596326731
0.42944862155388464,0.14429332456946536,0.14931586907615418
0.4323308270676691,0.14264221569781635,0.14952038225089123
0.4352130325814536,0.14098709195591502,0.14966602836035894
0.43809523809523804,0.13932836879613794,0.1497819263574885
0.4409774436090225,0.13767962273991333,0.1498637050016068
0.44385964912280695,0.13604199398745284,0.14993739446129978
0.44674185463659144,0.1344160499027774,0.14997388346858082
0.44962406015037587,0.13280337389037106,0.15
0.45250626566416036,0.13121384756330337,0.1499671678426235
0.4553884711779448,0.129643129211214,0.14990657455734194
0.4582706766917293,0.12809142392341985,0.1497836945293616
0.46115288220551376,0.12656238511441667,0.14963327386274525
0.4640350877192982,0.12506373869742524,0.1494549612834732
0.4669172932330827,0.12358150732070927,0.14927187959733257
0.4697994987468671,0.12211280973103135,0.1490707378380455
0.4726817042606516,0.1206571827982317,0.1488730123235096
0.475563909774436,0.11921935743781548,0.14865427619581414
0.4784461152882205,0.11780557106698195,0.14842847884072305
0.48132832080200494,0.11641811784855723,0.14818177239119917
0.4842105263157894,0.11506143446996735,0.147904664682551
0.48709273182957386,0.11374123935792901,0.14759096818160836
0.48997493734335834,0.11243367693246369,0.14722991849064235
0.4928571428571428,0.1111303652132355,0.14682975210187307
0.49573934837092726,0.10981948911685548,0.14639739040223082
0.49862155388471174,0.10849257733037454,0.14593899936364807
0.5015037593984962,0.10714417223488963,0.14545448609052525
0.5043859649122806,0.10577712657610447,0.14494011195472756
0.5072681704260651,0.10440397380530386,0.1443930490404438
0.5101503759398496,0.10303181914883154,0.1438167189062366
0.5130325814536341,0.10166809708713892,0.14321878075021632
0.5159147869674184,0.10031797868526665,0.14260671577167044
0.5187969924812029,0.0989941657396228,0.14199827922305713
0.5216791979949874,0.09769511908687031,0.14138198077740197
0.5245614035087719,0.09641736741848164,0.14077635106217287
0.5274436090225564,0.09515989202019964,0.14016782786475906
0.5303258145363408,0.09392218495119836,0.13954570441022757
0.5332080200501252,0.09269948196272428,0.1389171500599248
0.5360902255639097,0.09148493484889189,0.13825882366554584
0.5389724310776942,0.0902779157952908,0.13758867971208913
0.5418546365914786,0.08908179748299098,0.13688673507315197
0.5447368421052631,0.08789450283243559,0.13617063731853826
0.5476190476190476,0.08671362061231531,0.1354182674612534
0.550501253132832,0.08553872166558493,0.13465052628673982
0.5533834586466164,0.08437034602117105,0.13387354067376742
0.5562656641604009,0.08319399205973303,0.13308077237280985
0.5591478696741854,0.08201460131514605,0.13229899601220985
0.5620300751879699,0.0808333365583832,0.13149862117862124
0.5649122807017544,0.07965016082154816,0.13069378142374738
0.5677944862155387,0.07847955622924965,0.1298733864446455
0.5706766917293232,0.07731799381194923,0.12903060954650256
0.5735588972431077,0.07616802470777147,0.12817802168843817
0.5764411027568922,0.07504324911147114,0.1273039747220852
0.5793233082706766,0.07393468057950407,0.12642174850841922
0.5822055137844611,0.07283333067204834,0.12553378167989143
0.5850877192982455,0.0717366132151849,0.1246338014800609
0.58796992481203,0.07064316948965614,0.12373216271397539
0.5908521303258145,0.06954967979460741,0.12280862838106263
0.5937343358395989,0.06845453502288347,0.12187748993220554
0.5966165413533834,0.06735852178290086,0.12091824624129185
0.5994987468671679,0.06626674684648363,0.11994641569483756
0.6023809523809524,0.06517195773995728,0.11895800593895188
0.6052631578947367,0.06407931109774516,0.11795851190405797
0.6081453634085212,0.06299032833921579,0.11696164582373458
0.6110275689223057,0.06190559419644766,0.11596362406281185
0.6139097744360902,0.060828183722517096,0.11497437500257421
0.6167919799498747,0.05975684199294843,0.11398672959315491
0.619674185463659,0.0586911547353686,0.11299493089258719
0.6225563909774435,0.057630682990497076,0.11199211244992104
0.625438596491228,0.05657286017818894,0.11096866995177959
0.6283208020050125,0.05551709025868095,0.10992885735728948
0.6312030075187969,0.05446339723992075,0.10887289190278014
0.6340852130325814,0.05341262054821376,0.1078112010012111
0.6369674185463658,0.05236519490790233,0.10674777934197585
0.6398496240601503,0.05131982983557316,0.10567769742121037
0.6427318295739347,0.05027722273882147,0.10461142854608296
0.6456140350877192,0.04924245726384362,0.10353022018314995
0.6484962406015037,0.04821012473383379,0.10244733421326276
0.6513784461152882,0.04718539959706189,0.10134502381245984
0.6542606516290727,0.04616903204882279,0.10023515847382437
0.657142857142857,0.04515665490687006,0.09910419543825554
0.6600250626566415,0.04415217971317124,0.09796268281682745
0.662907268170426,0.04315293172473692,0.09680308681812232
0.6657894736842105,0.04215817948725695,0.09562710939169573
0.6686716791979949,0.041168164522977085,0.09443612755618834
0.6715538847117793,0.04018602453384515,0.09322820906302372
0.6744360902255638,0.039210955929375436,0.0920044093683761
0.6773182957393483,0.03824330228799744,0.09076635972126745
0.6802005012531328,0.03728580959492561,0.08951588119153209
0.6830827067669172,0.036342582596730524,0.0882524284606886
0.6859649122807017,0.035409209245179284,0.08698208146373157
0.6888471177944862,0.034484726448492695,0.0857061408231255
0.6917293233082706,0.03357113821916515,0.08442718568367885
0.694611528822055,0.032671760175382425,0.08314579868063902
0.6974937343358395,0.031782311181557436,0.08186260219661906
0.700375939849624,0.030902298201368906,0.0805754269381044
0.7032581453634085,0.03003637364313456,0.07927595632119762
0.7061403508771928,0.029180484327615754,0.07797638176088154
0.7090225563909773,0.028332545282574666,0.07665335093060191
0.7119047619047618,0.027492141208988546,0.0753263206410366
0.7147869674185463,0.02666039402625439,0.07398115258822345
0.7176691729323308,0.025836169599765996,0.07262074703762644
0.7205513784461152,0.02502236152849092,0.07125370706825082
0.7234335839598997,0.024220580674552367,0.06987470167520121
0.7263157894736841,0.023433225157912616,0.06849503299433123
0.7291979949874686,0.022660281342438957,0.06711620964996207
0.732080200501253,0.021901716044481906,0.06573643435945199
0.7349624060150375,0.0211579427302784,0.06436042161188332
0.737844611528822,0.020430021592578666,0.06298285798898531
0.7407268170426065,0.019716667675942174,0.06160519052603848
0.7436090225563909,0.019015993477251303,0.06022730152562409
0.7464912280701753,0.018327831558214,0.058848557348928916
0.7493734335839598,0.0176542140496609,0.05746949460877221
0.7522556390977443,0.01699689070624726,0.05609193581764763
0.7551378446115288,0.016351892818990098,0.054712962894889014
0.7580200501253131,0.01571907989224682,0.05333880632165868
0.7609022556390976,0.015106386278825483,0.05196550639031335
0.7637844611528821,0.014509639660967714,0.05059591283385911
0.7666666666666666,0.01392503081839521,0.04923152048303388
0.7695488721804511,0.013352555671447079,0.04786776706671846
0.7724310776942355,0.01280121760464324,0.04650970932495736
0.77531328320802,0.012263194607028198,0.04515328401644408
0.7781954887218044,0.011737130790169506,0.043802472481091134
0.7810776942355889,0.011223982109393418,0.0424546660667647
0.7839598997493733,0.010732943095734415,0.041111992718650965
0.7868421052631578,0.010255163282422052,0.03977184739289218
0.7897243107769423,0.009789930677182458,0.038435781458686695
0.7926065162907268,0.009337860575717128,0.037103270066594723
0.7954887218045111,0.00890374632671909,0.03577719636231887
0.7983709273182956,0.008483052277918998,0.03445826119346276
0.8012531328320801,0.008074983577701167,0.033148883655982495
0.8041353383458646,0.007679800072457038,0.031851776600005766
0.8070175438596491,0.007299914775595493,0.030567422969902253
0.8098997493734335,0.006935816637393947,0.029301114104808366
0.8127819548872179,0.006584184553294282,0.028049276368738028
0.8156641604010024,0.006244262036600422,0.02681930049191754
0.8185463659147869,0.005919617559898339,0.02560174590828285
0.8214285714285713,0.005610970093511909,0.024406307978711145
0.8243107769423558,0.00531353086167017,0.023223954845450704
0.8271929824561403,0.005025856023584402,0.022065493996649036
0.8300751879699247,0.004752175423831093,0.020927175222807872
0.8329573934837092,0.0044922661068476375,0.019816070198445845
0.8358395989974936,0.004241836536305825,0.01873216800147596
0.8387218045112781,0.003999668285727454,0.01767475585297498
0.8416040100250626,0.0037709821993315447,0.016648014173846724
0.8444862155388471,0.0035532274828055607,0.015644219375686573
0.8473684210526314,0.003343628280598631,0.014675362029579513
0.8502506265664159,0.0031416683733947195,0.013726751986258504
0.8531328320802004,0.0029532499616728744,0.012817257511468895
0.8560150375939849,0.002773761375222995,0.01192805308014449
0.8588972431077693,0.0026015672137553784,0.011078968995207604
0.8617794486215538,0.0024365439606919156,0.010251608630162383
0.8646616541353382,0.002283634378082089,0.009464715530630604
0.8675438596491227,0.00213842073814865,0.008701590503400134
0.8704260651629072,0.0019999479371762595,0.007979842078668982
0.8733082706766916,0.001868254947800687,0.007285005918362212
0.8761904761904761,0.0017469099386937283,0.006632356628431938
0.8790726817042606,0.001632235034633671,0.006009495098953521
0.881954887218045,0.001523385220240529,0.005428902175055723
0.8848370927318294,0.0014203412603264257,0.0048799890756131776
0.8877192982456139,0.0013259793471653467,0.004372114284903721
0.8906015037593984,0.001237443177097914,0.0038980614608270826
0.8934837092731829,0.001153870539925735,0.0034637424039644263
0.8963659147869674,0.001075121048341611,0.0030645243143530326
0.8992481203007517,0.0010033411233615805,0.002704713797225112
0.9021303258145362,0.000936781813518075,0.002380396574063227
0.9050125313283207,0.0008745065387273269,0.002093222483108319
0.9078947368421052,0.000816265181578053,0.0018406595947120837
0.9107769423558896,0.0007638795770213527,0.0016203121989747714
0.9136591478696741,0.00071548945434238,0.0014313150490056408
0.9165413533834585,0.0006705861248659569,0.001266468403096589
0.919423558897243,0.000629072911519522,0.0011283628021545337
0.9223057644110275,0.0005921511814889359,0.0010057474661012765
0.9251879699248119,0.0005583292741669479,0.0009043484312294103
0.9280701754385964,0.0005272456108487654,0.0008123966181482375
0.9309523809523809,0.0004988289037863079,0.0007354445696448126
0.9338345864661654,0.00047391781067647747,0.0006640435120981908
0.9367167919799497,0.00045129295092702934,0.00060292411990305
0.9395989974937342,0.00043068105166036173,0.0005450221563757851
0.9424812030075187,0.0004120145684469145,0.0004934763540205588
0.9453634085213032,0.000395857463394629,0.0004441998340242718
0.9482456140350876,0.00038136152768938403,0.00039835075368892676
0.951127819548872,0.0003683194103353832,0.0003547694724845411
0.9540100250626565,0.00035667178780088033,0.0003136678274940718
0.956892230576441,0.0003468398732567287,0.0002753847008226458
0.9597744360902255,0.00033822761775340087,0.0002392062454727964
0.9626566416040099,0.0003306366391146858,0.00020591034789146226
0.9655388471177944,0.0003239918405041275,0.00017385616953947557
0.9684210526315788,0.0003186627728132216,0.00014438284419431236
0.9713032581453633,0.00031407604337307726,0.00011556808336661891
0.9741854636591477,0.0003101271979967882,8.95084895077846e-05
0.9770676691729322,0.00030678075671619897,6.409775996027232e-05
0.9799498746867167,0.0003043021686688874,4.213915631565243e-05
0.9828320802005012,0.00030223045580667865,2.0936788234059835e-05
0.9857142857142857,0.00030052625194401325,3.743701769423334e-06
0.98859649122807,0.00029918251975282763,-1.2812308667263455e-05
0.9914786967418545,0.0002983749173106786,-2.5374132959946372e-05
0.994360902255639,0.00029779685959728123,-3.760441830871951e-05
0.9972431077694235,0.0002974338929238318,-4.606972565895592e-05
1.000125313283208,0.0002972852288988866,-5.4340382235066696e-05
1.0030075187969925,0.0002974184280323866,-5.911951421198414e-05
1.0058897243107767,0.00029769342412728014,-6.358880817170115e-05
1.0087719298245612,0.00029810713548057314,-6.493900244024563e-05
1.0116541353383457,0.0002986579981994507,-6.590158813268093e-05
1.0145363408521302,0.0002992735167875304,-6.456779348223472e-05
1.0174185463659147,0.0003000029852948705,-6.292295232260853e-05
1.0203007518796992,0.000300831551122073,-5.998481456939326e-05
1.0231829573934836,0.0003017463504377113,-5.687456818741791e-05
1.0260651629072681,0.0003026319390590946,-5.319880786892294e-05
1.0289473684210526,0.00030365025509608313,-4.949307439464345e-05
1.0318295739348369,0.0003047672823199401,-4.561533706454072e-05
1.0347117794486214,0.00030595742553086894,-4.181422367574353e-05
1.0375939849624058,0.0003071522479801332,-3.8067299830636196e-05
1.0404761904761903,0.00030854150471014885,-3.44891934988144e-05
1.0433583959899748,0.0003100385315290508,-3.1101539901520226e-05
1.0462406015037593,0.00031157935070933476,-2.792122446165449e-05
1.0491228070175438,0.0003131808629095712,-2.4975901439388833e-05
1.0520050125313283,0.00031500359562273305,-2.222043291183967e-05
1.0548872180451128,0.00031694204414752067,-1.963901135204609e-05
1.057769423558897,0.00031891683928149574,-1.722001635295908e-05
1.0606516290726815,0.0003209958598656691,-1.4927556076804012e-05
1.063533834586466,0.00032327908152375497,-1.2821481567932575e-05
1.0664160401002505,0.0003256949084535382,-1.083798025266434e-05
1.069298245614035,0.0003281904990666019,-9.074933600650923e-06
1.0721804511278195,0.00033088088379673,-7.442546121135398e-06
1.075062656641604,0.0003337697621356998,-6.0778041981195755e-06
1.0779448621553884,0.00033679752386555945,-4.838055937726952e-06
1.080827067669173,0.0003399171882056742,-3.839302727952128e-06
1.0837092731829572,0.000343143798636316,-2.9395099927653733e-06
1.0865914786967417,0.00034636990784117107,-2.2794509799429434e-06
1.0894736842105261,0.00034960313252678683,-1.686408275915428e-06
1.0923558897243106,0.00035284655458952125,-1.2549009180983706e-06
1.0952380952380951,0.00035589158782658683,-8.692315457687437e-07
1.0981203007518796,0.00035884226625603865,-6.288992997007182e-07
1.101002506265664,0.0003617646625794654,-4.0052961009172426e-07
1.1038847117794486,0.000364711504249796,-2.3445982308914224e-07
1.1067669172932328,0.0003672960332166288,-1.1428753785257625e-07
1.1096491228070173,0.0003698845394555984,-5.357440459387485e-08
1.1125313283208018,0.00037245841406716493,-3.2306994072643364e-09
1.1154135338345863,0.0003749960599776478,4.007069172195247e-08
1.1182957393483708,0.00037705943030143436,6.429124564850647e-08
1.1211779448621553,0.0003792360907389344,7.122113874257315e-08
1.1240601503759398,0.00038143596331737423,4.0003062461337955e-08
1.1269423558897242,0.00038357334466430085,1.6328029043219385e-08
1.1298245614035087,0.0003853762155072087,1.991102380517103e-08
1.132706766917293,0.0003873916100132664,1.8433731952260818e-08
1.1355889724310775,0.0003894483606033244,8.675969972460206e-08
1.138471177944862,0.0003913826776940839,1.791879346981265e-07
1.1413533834586465,0.00039320539354956895,1.9608481685406615e-07
1.144235588972431,0.0003950977358530057,1.770592207619212e-07
1.1471177944862154,0.0003969313170443062,1.5411381202297556e-07
1.15,0.00039857937808990057,1.446410138976557e-07
